t,V,theta,vX,vY,X,Y
373019.42699999997,40000.0,38.0,31520.430144268877,24626.45901302633,-15071492000.0,0.0
373019.55259576667,40000.01103941784,37.999987645445486,31520.444153595163,24626.45901289175,-15070700233.306131,618595.8000052571
373019.6781915333,40000.022079831804,37.999975289295755,31520.45816439352,24626.459012487972,-15069908466.260342,1237191.600003753
373019.8037873,40000.03312124203,37.99996293155052,31520.472176664167,24626.459011814906,-15069116698.862595,1855787.399988725
373019.92938306666,40000.04416364863,37.99995057220951,31520.486190407322,24626.45901087247,-15068324931.112854,2474383.199953407
373020.0549788333,40000.055207051715,37.999938211272415,31520.5002056232,24626.45900966058,-15067533163.01108,3092978.9998910325
373020.1805746,40000.06625145142,37.999925848738975,31520.514222312024,24626.459008179147,-15066741394.557236,3711574.7997948313
373020.30617036665,40000.07729684785,37.999913484608896,31520.528240474006,24626.45900642809,-15065949625.751287,4330170.599658032
373020.43176613335,40000.08834324113,37.99990111888188,31520.542260109363,24626.459004407323,-15065157856.593197,4948766.39947386
373020.5573619,40000.09939063138,37.99988875155766,31520.556281218316,24626.45900211676,-15064366087.082926,5567362.199235542
373020.68295766664,40000.110439018725,37.99987638263595,31520.57030380108,24626.45899955632,-15063574317.220436,6185957.998936297
373020.80855343334,40000.12148840328,37.99986401211645,31520.584327857872,24626.458996725913,-15062782547.005693,6804553.798569346
373020.9341492,40000.13253878517,37.99985163999888,31520.598353388912,24626.458993625456,-15061990776.43866,7423149.598127905
373021.0597449667,40000.1435901645,37.99983926628297,31520.612380394414,24626.45899025486,-15061199005.519299,8041745.397605193
373021.1853407333,40000.154642541405,37.99982689096841,31520.6264088746,24626.45898661405,-15060407234.247574,8660341.19699442
373021.31093649997,40000.165695916,37.999814514054925,31520.640438829683,24626.45898270293,-15059615462.623446,9278936.996288799
373021.43653226667,40000.1767502884,37.999802135542225,31520.654470259884,24626.45897852142,-15058823690.646877,9897532.795481537
373021.5621280333,40000.18780565873,37.99978975543004,31520.66850316542,24626.458974069432,-15058031918.317833,10516128.594565844
