t,V,theta,vX,vY,X,Y
180857.904,40000.00000000001,22.70000000000003,36901.52357824985,15436.241692972768,-15071492000.0,0.0
180858.02959576665,40000.012924242874,22.699992255966112,36901.537587701794,15436.24169294549,-15070565064.795063,387745.3219761759
180858.15519153333,40000.02585005537,22.69998451091242,36901.55159887719,15436.241692863647,-15069638129.238197,775490.6439509813
180858.2807873,40000.03877743776,22.69997676483876,36901.56561177634,15436.241692727217,-15068711193.329361,1163235.9659230455
180858.40638306667,40000.051706390346,22.69996901774493,36901.57962639958,15436.241692536181,-15067784257.068512,1550981.287890997
180858.53197883334,40000.0646369134,22.69996126963073,36901.59364274722,15436.24169229052,-15066857320.455605,1938726.609853464
180858.6575746,40000.07756900722,22.69995352049596,36901.60766081957,15436.24169199021,-15065930383.490599,2326471.931809074
180858.78317036666,40000.09050267209,22.69994577034042,36901.62168061696,15436.241691635234,-15065003446.173449,2714217.2537564537
180858.90876613333,40000.10343790829,22.699938019163902,36901.63570213971,15436.241691225572,-15064076508.50411,3101962.57569423
180859.0343619,40000.11637471611,22.699930266966216,36901.64972538813,15436.241690761202,-15063149570.482542,3489707.897621029
180859.15995766665,40000.12931309585,22.699922513747154,36901.663750362546,15436.241690242106,-15062222632.108702,3877453.219535476
180859.28555343332,40000.14225304777,22.699914759506516,36901.67777706327,15436.241689668263,-15061295693.382542,4265198.541436197
180859.4111492,40000.15519457218,22.699907004244103,36901.69180549063,15436.24168903965,-15060368754.304022,4652943.863321816
180859.53674496667,40000.16813766936,22.69989924795971,36901.705835644934,15436.241688356251,-15059441814.873098,5040689.185190955
180859.66234073334,40000.181082339586,22.69989149065314,36901.7198675265,15436.241687618043,-15058514875.089727,5428434.50704224
180859.78793649998,40000.19402858315,22.699883732324192,36901.73390113566,15436.241686825007,-15057587934.953867,5816179.828874295
180859.91353226666,40000.206976400346,22.699875972972663,36901.747936472726,15436.241685977124,-15056660994.465471,6203925.15068574
180860.03912803333,40000.219925791454,22.69986821259835,36901.761973538014,15436.24168507437,-15055734053.624498,6591670.472475197
180860.1647238,40000.23287675677,22.69986045120106,36901.776012331844,15436.241684116729,-15054807112.430904,6979415.79424129
180860.29031956667,40000.24582929657,22.699852688780577,36901.79005285454,15436.241683104177,-15053880170.884645,7367161.115982637
180860.41591533332,40000.25878341114,22.699844925336713,36901.804095106425,15436.241682036696,-15052953228.98568,7754906.43769786
180860.5415111,40000.27173910078,22.69983716086926,36901.81813908781,15436.241680914265,-15052026286.733961,8142651.759385579
180860.66710686666,40000.28469636577,22.699829395378018,36901.832184799016,15436.241679736864,-15051099344.12945,8530397.081044413
180860.79270263333,40000.2976552064,22.699821628862786,36901.84623224036,15436.241678504473,-15050172401.1721,8918142.402672982
180860.9182984,40000.31061562295,22.699813861323364,36901.86028141216,15436.24167721707,-15049245457.861868,9305887.724269902
180861.04389416665,40000.32357761571,22.699806092759545,36901.87433231475,15436.241675874639,-15048318514.198711,9693633.045833794
180861.16948993332,40000.33654118497,22.69979832317113,36901.88838494844,15436.241674477154,-15047391570.182585,10081378.367363274
180861.2950857,40000.34950633102,22.699790552557918,36901.90243931355,15436.241673024599,-15046464625.813448,10469123.688856957
180861.42068146667,40000.36247305415,22.69978278091971,36901.9164954104,15436.241671516951,-15045537681.091255,10856869.010313462
180861.54627723334,40000.37544135464,22.6997750082563,36901.93055323931,15436.241669954192,-15044610736.015963,11244614.331731405
180861.67187299998,40000.38841123277,22.699767234567485,36901.9446128006,15436.241668336299,-15043683790.587528,11632359.653109401
180861.79746876666,40000.40138268885,22.699759459853063,36901.958674094596,15436.241666663254,-15042756844.805908,12020104.974446064
180861.92306453333,40000.41435572316,22.699751684112837,36901.972737121614,15436.241664935036,-15041829898.671059,12407850.295740008
180862.0486603,40000.42733033597,22.6997439073466,36901.98680188197,15436.241663151624,-15040902952.182938,12795595.61698985
180862.17425606668,40000.44030652759,22.699736129554154,36902.00086837599,15436.241661312997,-15039976005.341497,13183340.938194199
180862.29985183332,40000.4532842983,22.699728350735292,36902.01493660399,15436.241659419136,-15039049058.146698,13571086.259351669
180862.4254476,40000.46626364839,22.699720570889816,36902.0290065663,15436.24165747002,-15038122110.598494,13958831.580460874
180862.55104336666,40000.47924457815,22.699712790017518,36902.04307826323,15436.241655465628,-15037195162.696842,14346576.901520424
180862.67663913334,40000.49222708787,22.699705008118205,36902.05715169511,15436.241653405941,-15036268214.4417,14734322.22252893
180862.8022349,40000.50521117782,22.699697225191663,36902.07122686225,15436.241651290939,-15035341265.833023,15122067.543485004
180862.92783066665,40000.518196848316,22.6996894412377,36902.08530376499,15436.2416491206,-15034414316.87077,15509812.864387257
180863.05342643333,40000.53118409963,22.699681656256107,36902.09938240363,15436.241646894905,-15033487367.554893,15897558.185234297
180863.1790222,40000.54417293206,22.69967387024668,36902.1134627785,15436.241644613832,-15032560417.885353,16285303.506024735
180863.30461796667,40000.557163345875,22.69966608320923,36902.12754488992,15436.241642277362,-15031633467.862103,16673048.826757178
180863.43021373334,40000.57015534138,22.699658295143536,36902.14162873821,15436.241639885473,-15030706517.4851,17060794.147430234
180863.5558095,40000.583148918864,22.699650506049405,36902.15571432369,15436.241637438145,-15029779566.754301,17448539.46804251
180863.68140526666,40000.59614407862,22.69964271592663,36902.1698016467,15436.241634935357,-15028852615.669662,17836284.78859262
180863.80700103333,40000.609140820925,22.69963492477501,36902.183890707536,15436.24163237709,-15027925664.231142,18224030.109079167
180863.9325968,40000.62213914608,22.699627132594348,36902.197981506535,15436.241629763324,-15026998712.438692,18611775.42950075
180864.05819256665,40000.63513905436,22.699619339384434,36902.21207404401,15436.241627094038,-15026071760.292273,18999520.74985598
180864.18378833332,40000.648140546065,22.699611545145064,36902.22616832029,15436.24162436921,-15025144807.791838,19387266.070143465
180864.3093841,40000.66114362148,22.69960374987604,36902.24026433569,15436.24162158882,-15024217854.937346,19775011.39036181
180864.43497986667,40000.674148280894,22.69959595357716,36902.254362090534,15436.241618752849,-15023290901.72875,20162756.71050961
180864.56057563334,40000.6871545246,22.699588156248208,36902.26846158515,15436.241615861274,-15022363948.16601,20550502.030585475
180864.68617139998,40000.700162352885,22.699580357888998,36902.28256281985,15436.241612914077,-15021436994.24908,20938247.35058801
180864.81176716666,40000.71317176604,22.699572558499316,36902.296665794966,15436.241609911236,-15020510039.977919,21325992.670515813
180864.93736293333,40000.72618276435,22.69956475807896,36902.31077051081,15436.241606852731,-15019583085.352482,21713737.990367487
180865.0629587,40000.73919534811,22.699556956627735,36902.324876967716,15436.241603738541,-15018656130.372723,22101483.310141638
180865.18855446667,40000.75220951761,22.699549154145426,36902.338985165996,15436.241600568646,-15017729175.0386,22489228.629836865
180865.31415023332,40000.76522527314,22.699541350631836,36902.35309510598,15436.241597343025,-15016802219.350069,22876973.949451763
