t,V,theta,vX,vY,X,Y
229840.253,40000.0,26.60000000000004,35766.169473574715,17910.363513550816,-15071492000.0,0.0
229840.37859576667,40000.01252656245,26.599991014738663,35766.183483000146,17910.36351349465,-15070593583.928905,449893.1673526217
229840.50419153334,40000.02505456918,26.599982028267675,35766.197494095984,17910.363513326134,-15069695167.505886,899786.3347024217
229840.6297873,40000.037584020436,26.59997304058683,35766.21150686253,17910.363513045228,-15068796750.730898,1349679.5020465774
229840.75538306666,40000.05011491647,26.599964051695892,35766.225521300075,17910.36351265189,-15067898333.6039,1799572.669382265
229840.88097883333,40000.06264725753,26.599955061594617,35766.239537408925,17910.36351214608,-15066999916.124851,2249465.83670666
229841.0065746,40000.07518104386,26.599946070282773,35766.25355518937,17910.363511527758,-15066101498.293709,2699359.004016937
229841.13217036665,40000.08771627571,26.599937077760114,35766.2675746417,17910.363510796884,-15065203080.11043,3149252.171310269
229841.25776613332,40000.10025295332,26.59992808402641,35766.281595766224,17910.36350995342,-15064304661.574972,3599145.3385838275
229841.3833619,40000.11279107696,26.599919089081403,35766.295618563236,17910.36350899732,-15063406242.687296,4049038.505834785
229841.50895766667,40000.12533064686,26.599910092924862,35766.30964303303,17910.36350792855,-15062507823.447357,4498931.673060311
229841.63455343334,40000.137871663275,26.599901095556554,35766.323669175916,17910.363506747064,-15061609403.855116,4948824.840257575
229841.76014919998,40000.150414126445,26.599892096976234,35766.337696992174,17910.363505452828,-15060710983.910528,5398718.0074237455
229841.88574496665,40000.16295803663,26.599883097183653,35766.35172648211,17910.363504045796,-15059812563.613552,5848611.174555989
229842.01134073333,40000.17550339407,26.59987409617858,35766.365757646025,17910.363502525932,-15058914142.964146,6298504.341651472
229842.1369365,40000.188050199016,26.599865093960773,35766.37979048421,17910.363500893192,-15058015721.962269,6748397.508707361
229842.26253226667,40000.200598451716,26.59985609052999,35766.39382499696,17910.363499147537,-15057117300.607878,7198290.675720818
229842.38812803332,40000.21314815242,26.599847085885994,35766.407861184576,17910.363497288927,-15056218878.90093,7648183.8426890075
229842.5137238,40000.22569930137,26.599838080028537,35766.42189904736,17910.36349531732,-15055320456.841385,8098077.009609091
229842.63931956666,40000.23825189882,26.599829072957384,35766.43593858561,17910.36349323268,-15054422034.429197,8547970.176478231
229842.76491533333,40000.25080594503,26.599820064672297,35766.44997979961,17910.36349103496,-15053523611.664328,8997863.343293585
229842.8905111,40000.26336144022,26.599811055173028,35766.46402268967,17910.363488724124,-15052625188.546734,9447756.510052316
229843.01610686665,40000.275918384665,26.599802044459345,35766.478067256096,17910.36348630013,-15051726765.076372,9897649.676751578
229843.14170263332,40000.2884767786,26.599793032531,35766.49211349917,17910.36348376294,-15050828341.253202,10347542.843388531
229843.2672984,40000.30103662229,26.59978401938775,35766.506161419195,17910.363481112512,-15049929917.077183,10797436.00996033
229843.39289416667,40000.31359791596,26.599775005029365,35766.520211016476,17910.363478348805,-15049031492.54827,11247329.17646413
229843.51848993334,40000.326160659875,26.59976598945559,35766.5342622913,17910.36347547178,-15048133067.666422,11697222.342897084
229843.64408569998,40000.338724854286,26.5997569726662,35766.54831524398,17910.363472481393,-15047234642.431597,12147115.509256346
229843.76968146666,40000.351290499435,26.59974795466093,35766.5623698748,17910.363469377604,-15046336216.843752,12597008.675539069
229843.89527723333,40000.36385759557,26.599738935439564,35766.57642618407,17910.363466160376,-15045437790.902845,13046901.841742402
229844.020873,40000.376426142946,26.59972991500184,35766.59048417208,17910.363462829664,-15044539364.608835,13496795.007863495
229844.14646876667,40000.38899614181,26.599720893347538,35766.60454383913,17910.363459385433,-15043640937.96168,13946688.1738995
229844.27206453332,40000.40156759241,26.599711870476398,35766.618605185526,17910.36345582764,-15042742510.961336,14396581.339847561
229844.3976603,40000.414140495,26.599702846388183,35766.63266821156,17910.36345215624,-15041844083.607763,14846474.505704828
229844.52325606666,40000.426714849826,26.59969382108266,35766.646732917536,17910.363448371198,-15040945655.900917,15296367.671468444
229844.64885183334,40000.43929065714,26.599684794559575,35766.66079930375,17910.36344447247,-15040047227.840757,15746260.837135557
229844.7744476,40000.451867917174,26.599675766818688,35766.67486737049,17910.363440460016,-15039148799.42724,16196154.002703309
229844.90004336665,40000.4644466302,26.599666737859767,35766.68893711807,17910.363436333795,-15038250370.660324,16646047.168168843
229845.02563913332,40000.47702679646,26.59965770768256,35766.70300854679,17910.363432093767,-15037351941.539965,17095940.3335293
229845.1512349,40000.48960841621,26.599648676286833,35766.71708165694,17910.363427739892,-15036453512.066122,17545833.498781823
229845.27683066667,40000.50219148969,26.599639643672344,35766.73115644883,17910.36342327213,-15035555082.238754,17995726.663923547
229845.40242643334,40000.51477601715,26.599630609838837,35766.745232922745,17910.36341869044,-15034656652.05782,18445619.828951616
229845.5280222,40000.52736199885,26.599621574786095,35766.759311079,17910.36341399478,-15033758221.523273,18895512.993863165
229845.65361796666,40000.539949435035,26.599612538513853,35766.77339091788,17910.36340918511,-15032859790.635077,19345406.158655334
229845.77921373333,40000.552538325945,26.59960350102188,35766.78747243969,17910.363404261385,-15031961359.393185,19795299.323325254
229845.9048095,40000.56512867184,26.599594462309923,35766.801555644735,17910.36339922357,-15031062927.797556,20245192.487870064
229846.03040526668,40000.57772047298,26.599585422377746,35766.815640533314,17910.36339407162,-15030164495.848146,20695085.65228689
229846.15600103332,40000.59031372959,26.599576381225123,35766.829727105716,17910.3633888055,-15029266063.544916,21144978.81657287
229846.2815968,40000.60290844194,26.599567338851784,35766.843815362256,17910.363383425167,-15028367630.887823,21594871.98072514
229846.40719256666,40000.61550461028,26.599558295257502,35766.85790530322,17910.363377930575,-15027469197.876823,22044765.144740824
229846.53278833334,40000.628102234856,26.599549250442028,35766.87199692892,17910.363372321688,-15026570764.511875,22494658.30861705
229846.65838409998,40000.640701315904,26.59954020440513,35766.88609023965,17910.363366598463,-15025672330.792934,22944551.47235095
229846.78397986665,40000.653301853694,26.599531157146554,35766.9001852357,17910.36336076086,-15024773896.719961,23394444.635939658
229846.90957563333,40000.66590384847,26.59952210866606,35766.914281917394,17910.36335480884,-15023875462.292912,23844337.799380288
229847.0351714,40000.678507300494,26.599513058963403,35766.92838028502,17910.363348742358,-15022977027.511745,24294230.962669972
229847.16076716667,40000.69111220999,26.59950400803835,35766.94248033887,17910.363342561377,-15022078592.37642,24744124.125805832
229847.28636293332,40000.703718577235,26.59949495589064,35766.956582079256,17910.36333626585,-15021180156.88689,25194017.288784996
229847.4119587,40000.716326402464,26.59948590252005,35766.97068550647,17910.363329855743,-15020281721.043116,25643910.451604582
229847.53755446666,40000.72893568593,26.59947684792633,35766.98479062082,17910.363323331014,-15019383284.845055,26093803.614261713
229847.66315023333,40000.7415464279,26.599467792109227,35766.99889742261,17910.36331669162,-15018484848.292664,26543696.776753508
229847.788746,40000.7541586286,26.59945873506851,35767.01300591213,17910.36330993752,-15017586411.385899,26993589.939077083
229847.91434176665,40000.76677228829,26.599449676803932,35767.02711608968,17910.36330306867,-15016687974.12472,27443483.101229563
229848.03993753332,40000.77938740724,26.599440617315242,35767.041227955575,17910.363296085034,-15015789536.509085,27893376.26320806
229848.1655333,40000.79200398567,26.59943155660221,35767.0553415101,17910.36328898657,-15014891098.53895,28343269.425009698
229848.29112906667,40000.804622023854,26.599422494664587,35767.06945675357,17910.363281773236,-15013992660.214273,28793162.586631577
229848.41672483334,40000.81724152203,26.599413431502125,35767.08357368627,17910.36327444499,-15013094221.535013,29243055.748070825
229848.54232059998,40000.82986248046,26.599404367114584,35767.09769230852,17910.36326700179,-15012195782.501127,29692948.90932455
229848.66791636666,40000.84248489938,26.599395301501715,35767.111812620606,17910.3632594436,-15011297343.112572,30142842.070389863
229848.79351213333,40000.85510877907,26.599386234663285,35767.12593462284,17910.363251770374,-15010398903.369305,30592735.231263876
229848.9191079,40000.867734119754,26.599377166599037,35767.14005831552,17910.363243982072,-15009500463.271282,31042628.391943697
229849.04470366667,40000.88036092169,26.59936809730874,35767.15418369894,17910.363236078654,-15008602022.818464,31492521.55242644
229849.17029943332,40000.89298918514,26.599359026792147,35767.16831077341,17910.36322806008,-15007703582.010807,31942414.712709207
229849.2958952,40000.905618910336,26.599349955049007,35767.18243953923,17910.363219926305,-15006805140.848269,32392307.87278911
229849.42149096666,40000.91825009755,26.599340882079076,35767.196569996704,17910.36321167729,-15005906699.330807,32842201.032663252
229849.54708673334,40000.93088274702,26.599331807882116,35767.21070214613,17910.36320331299,-15005008257.45838,33292094.19232874
229849.6726825,40000.943516859006,26.599322732457885,35767.22483598781,17910.36319483337,-15004109815.230944,33741987.35178267
229849.79827826665,40000.95615243376,26.59931365580613,35767.23897152204,17910.363186238388,-15003211372.648455,34191880.51102216
229849.92387403332,40000.968789471524,26.599304577926613,35767.25310874913,17910.363177527997,-15002312929.71087,34641773.670044295
229850.0494698,40000.981427972554,26.5992954988191,35767.26724766938,17910.363168702163,-15001414486.418152,35091666.82884618
229850.17506556667,40000.994067937114,26.59928641848332,35767.28138828309,17910.36315976084,-15000516042.770254,35541559.987424925
229850.30066133334,40001.006709365436,26.599277336919048,35767.29553059056,17910.363150703986,-14999617598.767136,35991453.14577762
229850.42625709999,40001.01935225779,26.599268254126027,35767.30967459211,17910.36314153156,-14998719154.408752,36441346.30390136
229850.55185286666,40001.03199661442,26.59925917010403,35767.32382028802,17910.363132243525,-14997820709.695063,36891239.461793244
229850.67744863333,40001.044642435576,26.599250084852798,35767.3379676786,17910.363122839837,-14996922264.626022,37341132.619450375
229850.8030444,40001.057289721524,26.599240998372085,35767.35211676416,17910.363113320454,-14996023819.201591,37791025.77686984
229850.92864016668,40001.0699384725,26.599231910661654,35767.366267544996,17910.363103685333,-14995125373.421726,38240918.93404873
229851.05423593332,40001.08258868877,26.599222821721256,35767.38042002141,17910.363093934437,-14994226927.286385,38690812.090984136
229851.1798317,40001.09524037057,26.599213731550652,35767.3945741937,17910.36308406772,-14993328480.795523,39140705.247673154
229851.30542746666,40001.10789351816,26.59920464014959,35767.408730062176,17910.363074085144,-14992430033.949099,39590598.404112875
229851.43102323334,40001.120548131796,26.59919554751783,35767.42288762714,17910.363063986668,-14991531586.747068,40040491.56030039
229851.55661899998,40001.13320421172,26.59918645365512,35767.43704688889,17910.363053772246,-14990633139.189392,40490384.71623278
229851.68221476665,40001.1458617582,26.599177358561217,35767.451207847735,17910.36304344184,-14989734691.276026,40940277.87190714
229851.80781053333,40001.15852077149,26.59916826223588,35767.465370503975,17910.36303299541,-14988836243.006927,41390171.02732054
229851.9334063,40001.171181251826,26.599159164678866,35767.479534857914,17910.36302243291,-14987937794.382053,41840064.18247008
229852.05900206667,40001.18384319948,26.599150065889912,35767.49370090986,17910.3630117543,-14987039345.401361,42289957.33735285
229852.18459783331,40001.19650661468,26.59914096586879,35767.507868660105,17910.36300095954,-14986140896.064808,42739850.49196592
229852.3101936,40001.20917149771,26.599131864615263,35767.52203810896,17910.36299004859,-14985242446.372353,43189743.64630637
229852.43578936666,40001.2218378488,26.599122762129053,35767.53620925673,17910.362979021404,-14984343996.323952,43639636.8003713
229852.56138513333,40001.23450566821,26.59911365840994,35767.55038210371,17910.362967877943,-14983445545.919561,44089529.95415776
229852.6869809,40001.247174956196,26.59910455345768,35767.56455665021,17910.362956618166,-14982547095.159142,44539423.10766286
229852.81257666665,40001.25984571301,26.59909544727201,35767.57873289654,17910.362945242032,-14981648644.042646,44989316.26088365
229852.93817243332,40001.2725179389,26.599086339852697,35767.59291084299,17910.362933749497,-14980750192.570034,45439209.41381723
229853.0637682,40001.28519163412,26.599077231199484,35767.60709048987,17910.362922140517,-14979851740.741262,45889102.56646066
229853.18936396667,40001.29786679893,26.59906812131214,35767.62127183749,17910.362910415057,-14978953288.55629,46338995.71881102
229853.31495973334,40001.31054343359,26.599059010190402,35767.63545488614,17910.362898573072,-14978054836.015072,46788888.87086538
229853.44055549998,40001.323221538325,26.59904989783404,35767.64963963613,17910.36288661452,-14977156383.117565,47238782.02262083
229853.56615126666,40001.33590111342,26.599040784242796,35767.66382608777,17910.362874539358,-14976257929.86373,47688675.17407441
229853.69174703333,40001.34858215912,26.59903166941643,35767.67801424136,17910.362862347545,-14975359476.253521,48138568.325223215
229853.8173428,40001.36126467567,26.599022553354693,35767.692204097206,17910.36285003904,-14974461022.286896,48588461.47606431
229853.94293856667,40001.37394866332,26.59901343605734,35767.70639565561,17910.362837613804,-14973562567.963814,49038354.62659475
229854.06853433332,40001.38663412234,26.599004317524127,35767.72058891687,17910.362825071792,-14972664113.28423,49488247.776811615
