t,V,theta,vX,vY,X,Y
734735.235,40000.0,66.79999999999973,15757.676383638222,36765.4135702093,-15071492000.0,0.0
734735.3605957667,40000.00551846386,66.79998155615081,15757.690392596427,36765.41356993301,-15071096180.3348,923516.0608335014
734735.4861915333,40000.01103671382,66.7999631110264,15757.704402290434,36765.4135691041,-15070700360.3177,1847032.1216531224
734735.6117873,40000.01655474977,66.7999446646265,15757.718412720238,36765.41356772249,-15070304539.948677,2770548.182444981
734735.7373830667,40000.02207257163,66.79992621695104,15757.732423885831,36765.41356578808,-15069908719.227715,3694064.2431951924
734735.8629788333,40000.027590179314,66.79990776799997,15757.746435787207,36765.4135633008,-15069512898.154793,4617580.30388987
734735.9885746,40000.03310757276,66.79988931777328,15757.760448424357,36765.413560260546,-15069117076.729897,5541096.364515124
734736.1141703667,40000.038624751876,66.79987086627091,15757.774461797275,36765.41355666724,-15068721254.953007,6464612.425057064
734736.2397661334,40000.04414171657,66.79985241349283,15757.788475905956,36765.41355252079,-15068325432.824102,7388128.485501796
734736.3653619,40000.04965846676,66.799833959439,15757.802490750391,36765.41354782111,-15067929610.343166,8311644.545835426
734736.4909576667,40000.05517500239,66.79981550410936,15757.816506330575,36765.413542568116,-15067533787.51018,9235160.606044054
734736.6165534334,40000.06069132335,66.7997970475039,15757.8305226465,36765.41353676172,-15067137964.325123,10158676.666113783
734736.7421491999,40000.066207429576,66.79977858962256,15757.844539698159,36765.413530401835,-15066742140.78798,11082192.726030707
734736.8677449666,40000.07172332097,66.79976013046532,15757.858557485546,36765.41352348837,-15066346316.898731,12005708.785780925
734736.9933407333,40000.077238997466,66.79974167003212,15757.872576008653,36765.413516021246,-15065950492.65736,12929224.84535053
734737.1189364999,40000.08275445898,66.79972320832293,15757.886595267473,36765.41350800037,-15065554668.063845,13852740.904725611
734737.2445322666,40000.08826970541,66.79970474533769,15757.900615262,36765.41349942565,-15065158843.118168,14776256.96389226
734737.3701280333,40000.0937847367,66.7996862810764,15757.914635992227,36765.41349029701,-15064763017.82031,15699773.022836562
734737.4957238,40000.09929955275,66.79966781553898,15757.928657458147,36765.413480614356,-15064367192.170256,16623289.081544604
734737.6213195666,40000.104814153485,66.79964934872542,15757.942679659753,36765.4134703776,-15063971366.167986,17546805.14000247
734737.7469153333,40000.11032853882,66.79963088063566,15757.956702597035,36765.413459586656,-15063575539.81348,18470321.198196232
734737.8725111,40000.115842708685,66.79961241126968,15757.97072626999,36765.41344824144,-15063179713.106722,19393837.256111976
734737.9981068666,40000.12135666298,66.7995939406274,15757.98475067861,36765.413436341856,-15062783886.047691,20317353.313735776
734738.1237026333,40000.12687040164,66.79957546870884,15757.998775822887,36765.41342388783,-15062388058.63637,21240869.371053707
734738.2492984,40000.132383924574,66.79955699551392,15758.012801702815,36765.41341087927,-15061992230.872738,22164385.428051837
734738.3748941666,40000.137897231696,66.7995385210426,15758.026828318385,36765.413397316086,-15061596402.756779,23087901.48471624
734738.5004899333,40000.143410322926,66.79952004529488,15758.040855669591,36765.41338319819,-15061200574.288475,24011417.54103298
734738.6260857,40000.14892319818,66.79950156827067,15758.054883756427,36765.41336852549,-15060804745.467806,24934933.596988123
734738.7516814667,40000.15443585739,66.79948308996995,15758.068912578885,36765.41335329792,-15060408916.294754,25858449.652567733
734738.8772772333,40000.15994830047,66.79946461039268,15758.082942136958,36765.41333751537,-15060013086.7693,26781965.707757868
734739.002873,40000.16546052732,66.79944612953884,15758.096972430638,36765.41332117776,-15059617256.891428,27705481.762544587
734739.1284687667,40000.17097253787,66.79942764740835,15758.111003459919,36765.413304285,-15059221426.661116,28628997.816913947
734739.2540645333,40000.176484332034,66.7994091640012,15758.125035224792,36765.41328683701,-15058825596.078348,29552513.870852
734739.3796603,40000.18199590974,66.79939067931734,15758.139067725251,36765.4132688337,-15058429765.143105,30476029.924344804
734739.5052560667,40000.1875072709,66.79937219335673,15758.15310096129,36765.41325027498,-15058033933.855368,31399545.977378406
734739.6308518333,40000.193018415426,66.79935370611935,15758.1671349329,36765.41323116076,-15057638102.215118,32323062.02993885
734739.7564476,40000.198529343244,66.79933521760513,15758.181169640075,36765.413211490966,-15057242270.222338,33246578.082012184
734739.8820433667,40000.20404005427,66.79931672781406,15758.195205082806,36765.4131912655,-15056846437.877008,34170094.133584455
734740.0076391334,40000.20955054842,66.79929823674608,15758.209241261087,36765.41317048427,-15056450605.179111,35093610.1846417
734740.1332349,40000.215060825605,66.79927974440115,15758.223278174912,36765.4131491472,-15056054772.12863,36017126.23516995
734740.2588306667,40000.22057088576,66.79926125077924,15758.23731582427,36765.4131272542,-15055658938.725542,36940642.28515525
734740.3844264334,40000.22608072878,66.7992427558803,15758.251354209156,36765.41310480518,-15055263104.969831,37864158.33458364
734740.5100222,40000.231590354604,66.79922425970432,15758.265393329564,36765.41308180005,-15054867270.861479,38787674.38344114
734740.6356179666,40000.237099763144,66.79920576225122,15758.279433185484,36765.41305823873,-15054471436.400465,39711190.43171379
734740.7612137333,40000.24260895431,66.79918726352099,15758.29347377691,36765.41303412113,-15054075601.586773,40634706.4793876
734740.8868094999,40000.24811792802,66.79916876351358,15758.307515103836,36765.413009447155,-15053679766.420385,41558222.52644863
734741.0124052666,40000.2536266842,66.79915026222893,15758.321557166251,36765.412984216724,-15053283930.901283,42481738.572882876
734741.1380010333,40000.25913522276,66.79913175966705,15758.335599964152,36765.412958429755,-15052888095.029446,43405254.618676364
734741.2635968,40000.264643543625,66.79911325582786,15758.349643497528,36765.412932086154,-15052492258.804855,44328770.66381511
734741.3891925666,40000.27015164671,66.79909475071132,15758.363687766372,36765.41290518583,-15052096422.227493,45252286.70828514
734741.5147883333,40000.27565953193,66.79907624431742,15758.377732770678,36765.412877728704,-15051700585.297342,46175802.75207245
734741.6403841,40000.2811671992,66.7990577366461,15758.391778510437,36765.41284971469,-15051304748.014385,47099318.79516309
734741.7659798666,40000.28667464845,66.79903922769734,15758.405824985643,36765.41282114369,-15050908910.378601,48022834.83754303
734741.8915756333,40000.29218187958,66.79902071747107,15758.419872196288,36765.412792015624,-15050513072.389973,48946350.879198305
734742.0171714,40000.297688892526,66.79900220596726,15758.433920142365,36765.4127623304,-15050117234.048481,49869866.920114905
